Ingreso Silo 101 Time;Ingreso Silo 101;Ingreso Materia Prima Time;Ingreso Materia Prima;Descarte Zaranda Time;Descarte Zaranda;Ingreso Silo de tempering Time;Ingreso Silo de tempering
16/12/2024 12:05:28 p.m.;0;16/12/2024 12:05:28 p.m.;0;16/12/2024 12:05:28 p.m.;0;16/12/2024 12:05:28 p.m.;0
16/12/2024 12:06:28 p.m.;0;16/12/2024 12:06:28 p.m.;0;16/12/2024 12:06:28 p.m.;0;16/12/2024 12:06:28 p.m.;0
16/12/2024 12:07:28 p.m.;0;16/12/2024 12:07:28 p.m.;0;16/12/2024 12:07:28 p.m.;0;16/12/2024 12:07:28 p.m.;0
16/12/2024 12:08:28 p.m.;0;16/12/2024 12:08:28 p.m.;0;16/12/2024 12:08:28 p.m.;0;16/12/2024 12:08:28 p.m.;0
16/12/2024 12:09:28 p.m.;0;16/12/2024 12:09:28 p.m.;0;16/12/2024 12:09:28 p.m.;0;16/12/2024 12:09:28 p.m.;0
16/12/2024 12:10:28 p.m.;0;16/12/2024 12:10:28 p.m.;0;16/12/2024 12:10:28 p.m.;0;16/12/2024 12:10:28 p.m.;0
16/12/2024 12:11:28 p.m.;0;16/12/2024 12:11:28 p.m.;0;16/12/2024 12:11:28 p.m.;0;16/12/2024 12:11:28 p.m.;0
16/12/2024 12:12:28 p.m.;0;16/12/2024 12:12:28 p.m.;0;16/12/2024 12:12:28 p.m.;0;16/12/2024 12:12:28 p.m.;0
16/12/2024 12:13:28 p.m.;0;16/12/2024 12:13:28 p.m.;0;16/12/2024 12:13:28 p.m.;0;16/12/2024 12:13:28 p.m.;0
16/12/2024 12:14:28 p.m.;0;16/12/2024 12:14:28 p.m.;0;16/12/2024 12:14:28 p.m.;0;16/12/2024 12:14:28 p.m.;0
16/12/2024 12:15:28 p.m.;0;16/12/2024 12:15:28 p.m.;0;16/12/2024 12:15:28 p.m.;0;16/12/2024 12:15:28 p.m.;0
16/12/2024 12:16:28 p.m.;0;16/12/2024 12:16:28 p.m.;0;16/12/2024 12:16:28 p.m.;0;16/12/2024 12:16:28 p.m.;0
16/12/2024 12:17:28 p.m.;0;16/12/2024 12:17:28 p.m.;0;16/12/2024 12:17:28 p.m.;0;16/12/2024 12:17:28 p.m.;0
16/12/2024 12:18:28 p.m.;0;16/12/2024 12:18:28 p.m.;0;16/12/2024 12:18:28 p.m.;0;16/12/2024 12:18:28 p.m.;0
16/12/2024 12:19:28 p.m.;0;16/12/2024 12:19:28 p.m.;0;16/12/2024 12:19:28 p.m.;0;16/12/2024 12:19:28 p.m.;0
16/12/2024 12:20:28 p.m.;0;16/12/2024 12:20:28 p.m.;0;16/12/2024 12:20:28 p.m.;0;16/12/2024 12:20:28 p.m.;0
16/12/2024 12:21:28 p.m.;0;16/12/2024 12:21:28 p.m.;0;16/12/2024 12:21:28 p.m.;0;16/12/2024 12:21:28 p.m.;0
16/12/2024 12:22:28 p.m.;0;16/12/2024 12:22:28 p.m.;0;16/12/2024 12:22:28 p.m.;0;16/12/2024 12:22:28 p.m.;0
16/12/2024 12:23:28 p.m.;0;16/12/2024 12:23:28 p.m.;0;16/12/2024 12:23:28 p.m.;0;16/12/2024 12:23:28 p.m.;0
16/12/2024 12:24:28 p.m.;0;16/12/2024 12:24:28 p.m.;0;16/12/2024 12:24:28 p.m.;0;16/12/2024 12:24:28 p.m.;0
16/12/2024 12:25:28 p.m.;0;16/12/2024 12:25:28 p.m.;0;16/12/2024 12:25:28 p.m.;0;16/12/2024 12:25:28 p.m.;0
16/12/2024 12:26:28 p.m.;0;16/12/2024 12:26:28 p.m.;0;16/12/2024 12:26:28 p.m.;0;16/12/2024 12:26:28 p.m.;0
16/12/2024 12:27:28 p.m.;0;16/12/2024 12:27:28 p.m.;0;16/12/2024 12:27:28 p.m.;0;16/12/2024 12:27:28 p.m.;0
16/12/2024 12:28:28 p.m.;0;16/12/2024 12:28:28 p.m.;0;16/12/2024 12:28:28 p.m.;0;16/12/2024 12:28:28 p.m.;0
16/12/2024 12:29:28 p.m.;0;16/12/2024 12:29:28 p.m.;0;16/12/2024 12:29:28 p.m.;0;16/12/2024 12:29:28 p.m.;0
16/12/2024 12:30:28 p.m.;0;16/12/2024 12:30:28 p.m.;0;16/12/2024 12:30:28 p.m.;0;16/12/2024 12:30:28 p.m.;0
16/12/2024 12:31:28 p.m.;0;16/12/2024 12:31:28 p.m.;0;16/12/2024 12:31:28 p.m.;0;16/12/2024 12:31:28 p.m.;0
16/12/2024 12:32:28 p.m.;0;16/12/2024 12:32:28 p.m.;0;16/12/2024 12:32:28 p.m.;0;16/12/2024 12:32:28 p.m.;0
16/12/2024 12:33:28 p.m.;0;16/12/2024 12:33:28 p.m.;0;16/12/2024 12:33:28 p.m.;0;16/12/2024 12:33:28 p.m.;0
16/12/2024 12:34:28 p.m.;0;16/12/2024 12:34:28 p.m.;0;16/12/2024 12:34:28 p.m.;0;16/12/2024 12:34:28 p.m.;0
16/12/2024 12:35:28 p.m.;0;16/12/2024 12:35:28 p.m.;0;16/12/2024 12:35:28 p.m.;0;16/12/2024 12:35:28 p.m.;0
16/12/2024 12:36:28 p.m.;0;16/12/2024 12:36:28 p.m.;0;16/12/2024 12:36:28 p.m.;0;16/12/2024 12:36:28 p.m.;0
16/12/2024 12:37:28 p.m.;0;16/12/2024 12:37:28 p.m.;0;16/12/2024 12:37:28 p.m.;0;16/12/2024 12:37:28 p.m.;0
16/12/2024 12:38:28 p.m.;0;16/12/2024 12:38:28 p.m.;0;16/12/2024 12:38:28 p.m.;0;16/12/2024 12:38:28 p.m.;0
16/12/2024 12:39:28 p.m.;0;16/12/2024 12:39:28 p.m.;0;16/12/2024 12:39:28 p.m.;0;16/12/2024 12:39:28 p.m.;0
16/12/2024 12:40:28 p.m.;0;16/12/2024 12:40:28 p.m.;0;16/12/2024 12:40:28 p.m.;0;16/12/2024 12:40:28 p.m.;0
16/12/2024 12:41:28 p.m.;0;16/12/2024 12:41:28 p.m.;0;16/12/2024 12:41:28 p.m.;0;16/12/2024 12:41:28 p.m.;0
16/12/2024 12:42:28 p.m.;0;16/12/2024 12:42:28 p.m.;0;16/12/2024 12:42:28 p.m.;0;16/12/2024 12:42:28 p.m.;0
16/12/2024 12:43:28 p.m.;0;16/12/2024 12:43:28 p.m.;0;16/12/2024 12:43:28 p.m.;0;16/12/2024 12:43:28 p.m.;0
16/12/2024 12:44:28 p.m.;0;16/12/2024 12:44:28 p.m.;0;16/12/2024 12:44:28 p.m.;0;16/12/2024 12:44:28 p.m.;0
16/12/2024 12:45:28 p.m.;0;16/12/2024 12:45:28 p.m.;0;16/12/2024 12:45:28 p.m.;0;16/12/2024 12:45:28 p.m.;0
16/12/2024 12:46:28 p.m.;0;16/12/2024 12:46:28 p.m.;0;16/12/2024 12:46:28 p.m.;0;16/12/2024 12:46:28 p.m.;0
16/12/2024 12:47:28 p.m.;0;16/12/2024 12:47:28 p.m.;0;16/12/2024 12:47:28 p.m.;0;16/12/2024 12:47:28 p.m.;0
16/12/2024 12:48:28 p.m.;0;16/12/2024 12:48:28 p.m.;0;16/12/2024 12:48:28 p.m.;0;16/12/2024 12:48:28 p.m.;0
16/12/2024 12:49:28 p.m.;0;16/12/2024 12:49:28 p.m.;0;16/12/2024 12:49:28 p.m.;0;16/12/2024 12:49:28 p.m.;0
16/12/2024 12:50:28 p.m.;0;16/12/2024 12:50:28 p.m.;0;16/12/2024 12:50:28 p.m.;0;16/12/2024 12:50:28 p.m.;0
16/12/2024 12:51:28 p.m.;0;16/12/2024 12:51:28 p.m.;0;16/12/2024 12:51:28 p.m.;0;16/12/2024 12:51:28 p.m.;0
16/12/2024 12:52:28 p.m.;0;16/12/2024 12:52:28 p.m.;0;16/12/2024 12:52:28 p.m.;0;16/12/2024 12:52:28 p.m.;0
16/12/2024 12:53:28 p.m.;0;16/12/2024 12:53:28 p.m.;0;16/12/2024 12:53:28 p.m.;0;16/12/2024 12:53:28 p.m.;0
16/12/2024 12:54:28 p.m.;0;16/12/2024 12:54:28 p.m.;0;16/12/2024 12:54:28 p.m.;0;16/12/2024 12:54:28 p.m.;0
16/12/2024 12:55:28 p.m.;0;16/12/2024 12:55:28 p.m.;0;16/12/2024 12:55:28 p.m.;0;16/12/2024 12:55:28 p.m.;0
16/12/2024 12:56:28 p.m.;0;16/12/2024 12:56:28 p.m.;0;16/12/2024 12:56:28 p.m.;0;16/12/2024 12:56:28 p.m.;0
16/12/2024 12:57:28 p.m.;0;16/12/2024 12:57:28 p.m.;0;16/12/2024 12:57:28 p.m.;0;16/12/2024 12:57:28 p.m.;0
16/12/2024 12:58:28 p.m.;0;16/12/2024 12:58:28 p.m.;0;16/12/2024 12:58:28 p.m.;0;16/12/2024 12:58:28 p.m.;0
16/12/2024 12:59:28 p.m.;0;16/12/2024 12:59:28 p.m.;0;16/12/2024 12:59:28 p.m.;0;16/12/2024 12:59:28 p.m.;0
16/12/2024 01:00:28 p.m.;0;16/12/2024 01:00:28 p.m.;0;16/12/2024 01:00:28 p.m.;0;16/12/2024 01:00:28 p.m.;0
16/12/2024 01:01:28 p.m.;0;16/12/2024 01:01:28 p.m.;0;16/12/2024 01:01:28 p.m.;0;16/12/2024 01:01:28 p.m.;0
16/12/2024 01:02:28 p.m.;0;16/12/2024 01:02:28 p.m.;0;16/12/2024 01:02:28 p.m.;0;16/12/2024 01:02:28 p.m.;0
16/12/2024 01:03:28 p.m.;0;16/12/2024 01:03:28 p.m.;0;16/12/2024 01:03:28 p.m.;0;16/12/2024 01:03:28 p.m.;0
16/12/2024 01:04:28 p.m.;0;16/12/2024 01:04:28 p.m.;0;16/12/2024 01:04:28 p.m.;0;16/12/2024 01:04:28 p.m.;0
16/12/2024 01:05:28 p.m.;0;16/12/2024 01:05:28 p.m.;0;16/12/2024 01:05:28 p.m.;0;16/12/2024 01:05:28 p.m.;0
16/12/2024 01:06:28 p.m.;0;16/12/2024 01:06:28 p.m.;0;16/12/2024 01:06:28 p.m.;0;16/12/2024 01:06:28 p.m.;0
16/12/2024 01:07:28 p.m.;0;16/12/2024 01:07:28 p.m.;0;16/12/2024 01:07:28 p.m.;0;16/12/2024 01:07:28 p.m.;0
16/12/2024 01:08:28 p.m.;0;16/12/2024 01:08:28 p.m.;0;16/12/2024 01:08:28 p.m.;0;16/12/2024 01:08:28 p.m.;0
16/12/2024 01:09:28 p.m.;0;16/12/2024 01:09:28 p.m.;0;16/12/2024 01:09:28 p.m.;0;16/12/2024 01:09:28 p.m.;0
16/12/2024 01:10:28 p.m.;0;16/12/2024 01:10:28 p.m.;0;16/12/2024 01:10:28 p.m.;0;16/12/2024 01:10:28 p.m.;0
16/12/2024 01:11:28 p.m.;0;16/12/2024 01:11:28 p.m.;0;16/12/2024 01:11:28 p.m.;0;16/12/2024 01:11:28 p.m.;0
16/12/2024 01:12:28 p.m.;0;16/12/2024 01:12:28 p.m.;0;16/12/2024 01:12:28 p.m.;0;16/12/2024 01:12:28 p.m.;0
16/12/2024 01:13:28 p.m.;0;16/12/2024 01:13:28 p.m.;0;16/12/2024 01:13:28 p.m.;0;16/12/2024 01:13:28 p.m.;0
16/12/2024 01:14:28 p.m.;0;16/12/2024 01:14:28 p.m.;0;16/12/2024 01:14:28 p.m.;0;16/12/2024 01:14:28 p.m.;0
16/12/2024 01:15:28 p.m.;0;16/12/2024 01:15:28 p.m.;0;16/12/2024 01:15:28 p.m.;0;16/12/2024 01:15:28 p.m.;0
16/12/2024 01:16:28 p.m.;0;16/12/2024 01:16:28 p.m.;0;16/12/2024 01:16:28 p.m.;0;16/12/2024 01:16:28 p.m.;0
16/12/2024 01:17:28 p.m.;0;16/12/2024 01:17:28 p.m.;0;16/12/2024 01:17:28 p.m.;0;16/12/2024 01:17:28 p.m.;0
16/12/2024 01:18:28 p.m.;0;16/12/2024 01:18:28 p.m.;0;16/12/2024 01:18:28 p.m.;0;16/12/2024 01:18:28 p.m.;0
16/12/2024 01:19:28 p.m.;0;16/12/2024 01:19:28 p.m.;0;16/12/2024 01:19:28 p.m.;0;16/12/2024 01:19:28 p.m.;0
16/12/2024 01:20:28 p.m.;0;16/12/2024 01:20:28 p.m.;0;16/12/2024 01:20:28 p.m.;0;16/12/2024 01:20:28 p.m.;0
16/12/2024 01:21:28 p.m.;0;16/12/2024 01:21:28 p.m.;0;16/12/2024 01:21:28 p.m.;0;16/12/2024 01:21:28 p.m.;0
16/12/2024 01:22:28 p.m.;0;16/12/2024 01:22:28 p.m.;0;16/12/2024 01:22:28 p.m.;0;16/12/2024 01:22:28 p.m.;0
16/12/2024 01:23:28 p.m.;0;16/12/2024 01:23:28 p.m.;0;16/12/2024 01:23:28 p.m.;0;16/12/2024 01:23:28 p.m.;0
16/12/2024 01:24:28 p.m.;0;16/12/2024 01:24:28 p.m.;0;16/12/2024 01:24:28 p.m.;0;16/12/2024 01:24:28 p.m.;0
16/12/2024 01:25:28 p.m.;0;16/12/2024 01:25:28 p.m.;0;16/12/2024 01:25:28 p.m.;0;16/12/2024 01:25:28 p.m.;0
16/12/2024 01:26:28 p.m.;0;16/12/2024 01:26:28 p.m.;0;16/12/2024 01:26:28 p.m.;0;16/12/2024 01:26:28 p.m.;0
16/12/2024 01:27:28 p.m.;0;16/12/2024 01:27:28 p.m.;0;16/12/2024 01:27:28 p.m.;0;16/12/2024 01:27:28 p.m.;0
16/12/2024 01:28:28 p.m.;0;16/12/2024 01:28:28 p.m.;0;16/12/2024 01:28:28 p.m.;0;16/12/2024 01:28:28 p.m.;0
16/12/2024 01:29:28 p.m.;0;16/12/2024 01:29:28 p.m.;0;16/12/2024 01:29:28 p.m.;0;16/12/2024 01:29:28 p.m.;0
16/12/2024 01:30:28 p.m.;0;16/12/2024 01:30:28 p.m.;0;16/12/2024 01:30:28 p.m.;0;16/12/2024 01:30:28 p.m.;0
16/12/2024 01:31:28 p.m.;0;16/12/2024 01:31:28 p.m.;0;16/12/2024 01:31:28 p.m.;0;16/12/2024 01:31:28 p.m.;0
16/12/2024 01:32:28 p.m.;0;16/12/2024 01:32:28 p.m.;0;16/12/2024 01:32:28 p.m.;0;16/12/2024 01:32:28 p.m.;0
16/12/2024 01:33:28 p.m.;0;16/12/2024 01:33:28 p.m.;0;16/12/2024 01:33:28 p.m.;0;16/12/2024 01:33:28 p.m.;0
16/12/2024 01:34:28 p.m.;0;16/12/2024 01:34:28 p.m.;0;16/12/2024 01:34:28 p.m.;0;16/12/2024 01:34:28 p.m.;0
16/12/2024 01:35:28 p.m.;0;16/12/2024 01:35:28 p.m.;0;16/12/2024 01:35:28 p.m.;0;16/12/2024 01:35:28 p.m.;0
16/12/2024 01:36:28 p.m.;0;16/12/2024 01:36:28 p.m.;0;16/12/2024 01:36:28 p.m.;0;16/12/2024 01:36:28 p.m.;0
16/12/2024 01:37:28 p.m.;0;16/12/2024 01:37:28 p.m.;0;16/12/2024 01:37:28 p.m.;0;16/12/2024 01:37:28 p.m.;0
16/12/2024 01:38:28 p.m.;0;16/12/2024 01:38:28 p.m.;0;16/12/2024 01:38:28 p.m.;0;16/12/2024 01:38:28 p.m.;0
16/12/2024 01:39:28 p.m.;0;16/12/2024 01:39:28 p.m.;0;16/12/2024 01:39:28 p.m.;0;16/12/2024 01:39:28 p.m.;0
16/12/2024 01:40:28 p.m.;0;16/12/2024 01:40:28 p.m.;0;16/12/2024 01:40:28 p.m.;0;16/12/2024 01:40:28 p.m.;0
16/12/2024 01:41:28 p.m.;0;16/12/2024 01:41:28 p.m.;0;16/12/2024 01:41:28 p.m.;0;16/12/2024 01:41:28 p.m.;0
16/12/2024 01:42:28 p.m.;0;16/12/2024 01:42:28 p.m.;0;16/12/2024 01:42:28 p.m.;0;16/12/2024 01:42:28 p.m.;0
16/12/2024 01:43:28 p.m.;0;16/12/2024 01:43:28 p.m.;0;16/12/2024 01:43:28 p.m.;0;16/12/2024 01:43:28 p.m.;0
16/12/2024 01:44:28 p.m.;0;16/12/2024 01:44:28 p.m.;0;16/12/2024 01:44:28 p.m.;0;16/12/2024 01:44:28 p.m.;0
16/12/2024 01:45:28 p.m.;0;16/12/2024 01:45:28 p.m.;0;16/12/2024 01:45:28 p.m.;0;16/12/2024 01:45:28 p.m.;0
16/12/2024 01:46:28 p.m.;0;16/12/2024 01:46:28 p.m.;0;16/12/2024 01:46:28 p.m.;0;16/12/2024 01:46:28 p.m.;0
16/12/2024 01:47:28 p.m.;0;16/12/2024 01:47:28 p.m.;0;16/12/2024 01:47:28 p.m.;0;16/12/2024 01:47:28 p.m.;0
16/12/2024 01:48:28 p.m.;0;16/12/2024 01:48:28 p.m.;0;16/12/2024 01:48:28 p.m.;0;16/12/2024 01:48:28 p.m.;0
16/12/2024 01:49:28 p.m.;0;16/12/2024 01:49:28 p.m.;0;16/12/2024 01:49:28 p.m.;0;16/12/2024 01:49:28 p.m.;0
16/12/2024 01:50:28 p.m.;0;16/12/2024 01:50:28 p.m.;0;16/12/2024 01:50:28 p.m.;0;16/12/2024 01:50:28 p.m.;0
16/12/2024 01:51:28 p.m.;0;16/12/2024 01:51:28 p.m.;0;16/12/2024 01:51:28 p.m.;0;16/12/2024 01:51:28 p.m.;0
16/12/2024 01:52:28 p.m.;0;16/12/2024 01:52:28 p.m.;0;16/12/2024 01:52:28 p.m.;0;16/12/2024 01:52:28 p.m.;0
16/12/2024 01:53:28 p.m.;0;16/12/2024 01:53:28 p.m.;0;16/12/2024 01:53:28 p.m.;0;16/12/2024 01:53:28 p.m.;0
16/12/2024 01:54:28 p.m.;0;16/12/2024 01:54:28 p.m.;0;16/12/2024 01:54:28 p.m.;0;16/12/2024 01:54:28 p.m.;0
16/12/2024 01:55:28 p.m.;0;16/12/2024 01:55:28 p.m.;0;16/12/2024 01:55:28 p.m.;0;16/12/2024 01:55:28 p.m.;0
16/12/2024 01:56:28 p.m.;0;16/12/2024 01:56:28 p.m.;0;16/12/2024 01:56:28 p.m.;0;16/12/2024 01:56:28 p.m.;0
16/12/2024 01:57:28 p.m.;0;16/12/2024 01:57:28 p.m.;0;16/12/2024 01:57:28 p.m.;0;16/12/2024 01:57:28 p.m.;0
16/12/2024 01:58:28 p.m.;0;16/12/2024 01:58:28 p.m.;0;16/12/2024 01:58:28 p.m.;0;16/12/2024 01:58:28 p.m.;0
16/12/2024 01:59:28 p.m.;0;16/12/2024 01:59:28 p.m.;0;16/12/2024 01:59:28 p.m.;0;16/12/2024 01:59:28 p.m.;0
16/12/2024 02:00:28 p.m.;0;16/12/2024 02:00:28 p.m.;0;16/12/2024 02:00:28 p.m.;0;16/12/2024 02:00:28 p.m.;0
16/12/2024 02:01:28 p.m.;0;16/12/2024 02:01:28 p.m.;0;16/12/2024 02:01:28 p.m.;0;16/12/2024 02:01:28 p.m.;0
16/12/2024 02:02:28 p.m.;0;16/12/2024 02:02:28 p.m.;0;16/12/2024 02:02:28 p.m.;0;16/12/2024 02:02:28 p.m.;0
16/12/2024 02:03:28 p.m.;0;16/12/2024 02:03:28 p.m.;0;16/12/2024 02:03:28 p.m.;0;16/12/2024 02:03:28 p.m.;0
16/12/2024 02:04:28 p.m.;0;16/12/2024 02:04:28 p.m.;0;16/12/2024 02:04:28 p.m.;0;16/12/2024 02:04:28 p.m.;0
16/12/2024 02:05:28 p.m.;0;16/12/2024 02:05:28 p.m.;0;16/12/2024 02:05:28 p.m.;0;16/12/2024 02:05:28 p.m.;0
16/12/2024 02:06:28 p.m.;0;16/12/2024 02:06:28 p.m.;0;16/12/2024 02:06:28 p.m.;0;16/12/2024 02:06:28 p.m.;0
16/12/2024 02:07:28 p.m.;0;16/12/2024 02:07:28 p.m.;0;16/12/2024 02:07:28 p.m.;0;16/12/2024 02:07:28 p.m.;0
16/12/2024 02:08:28 p.m.;0;16/12/2024 02:08:28 p.m.;0;16/12/2024 02:08:28 p.m.;0;16/12/2024 02:08:28 p.m.;0
16/12/2024 02:09:28 p.m.;0;16/12/2024 02:09:28 p.m.;0;16/12/2024 02:09:28 p.m.;0;16/12/2024 02:09:28 p.m.;0
16/12/2024 02:10:28 p.m.;0;16/12/2024 02:10:28 p.m.;0;16/12/2024 02:10:28 p.m.;0;16/12/2024 02:10:28 p.m.;0
16/12/2024 02:11:28 p.m.;0;16/12/2024 02:11:28 p.m.;0;16/12/2024 02:11:28 p.m.;0;16/12/2024 02:11:28 p.m.;0
16/12/2024 02:12:28 p.m.;0;16/12/2024 02:12:28 p.m.;0;16/12/2024 02:12:28 p.m.;0;16/12/2024 02:12:28 p.m.;0
16/12/2024 02:13:28 p.m.;0;16/12/2024 02:13:28 p.m.;0;16/12/2024 02:13:28 p.m.;0;16/12/2024 02:13:28 p.m.;0
16/12/2024 02:14:28 p.m.;0;16/12/2024 02:14:28 p.m.;0;16/12/2024 02:14:28 p.m.;0;16/12/2024 02:14:28 p.m.;0
16/12/2024 02:15:28 p.m.;0;16/12/2024 02:15:28 p.m.;0;16/12/2024 02:15:28 p.m.;0;16/12/2024 02:15:28 p.m.;0
16/12/2024 02:16:28 p.m.;0;16/12/2024 02:16:28 p.m.;0;16/12/2024 02:16:28 p.m.;0;16/12/2024 02:16:28 p.m.;0
16/12/2024 02:17:28 p.m.;0;16/12/2024 02:17:28 p.m.;0;16/12/2024 02:17:28 p.m.;0;16/12/2024 02:17:28 p.m.;0
16/12/2024 02:18:28 p.m.;0;16/12/2024 02:18:28 p.m.;0;16/12/2024 02:18:28 p.m.;0;16/12/2024 02:18:28 p.m.;0
